GO_term,Descrip,DECount,Expect,N,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0016052,carbohydrate catabolic process,9,1.5743751819353766,298,9/298,9/131,289/24047,3.698506284216468e-5,0.022560888333720455,9.809081884226284e-4,Down,4,4,FALSE,BP,gad1CS
GO:0045488,pectin metabolic process,7,0.8879693932715099,170,7/170,7/131,163/24047,4.031026991678517e-5,0.024589264649238954,0.0010024379030731205,Down,4,6,FALSE,BP,gad1CS
GO:0010393,galacturonan metabolic process,7,0.8934170582609057,171,7/171,7/131,164/24047,4.1843406667165504e-5,0.025524478066970956,0.0010024379030731205,Down,5,5,FALSE,BP,gad1CS
GO:1990641,response to iron ion starvation,3,0.05447664989395767,13,3/13,3/131,10/24047,4.272686144246088e-5,0.026063385479901138,0.0010024379030731205,Down,4,6,TRUE,BP,gad1CS
GO:0044036,cell wall macromolecule metabolic process,7,0.9533413731442592,182,7/182,7/131,175/24047,6.210330950299743e-5,0.037883018796828434,0.001403074770252905,Down,3,5,FALSE,BP,gad1CS
GO:0071944,cell periphery,41,22.460722751278745,4164,41/4164,41/131,4123/24047,6.72281139520495e-5,0.041009149510750194,0.0014646124825267925,Down,2,2,FALSE,CC,gad1CS
GO:0034758,positive regulation of iron ion transport,2,0.005447664989395766,3,2/3,2/131,1/24047,8.708943478131629e-5,0.053124555216602934,0.0018318812143656186,Down,4,10,FALSE,BP,gad1CS
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",10,2.2063043207052857,415,10/415,10/131,405/24047,9.078358027611125e-5,0.055377983968427864,0.0018459327989475954,Down,4,4,FALSE,MF,gad1CS
GO:0043269,regulation of ion transport,5,0.46849918908803595,91,5/91,5/131,86/24047,1.3849897375732044e-4,0.08448437399196547,0.002640136687248921,Down,4,5,FALSE,BP,gad1CS
GO:0071495,cellular response to endogenous stimulus,16,5.529379964236703,1031,16/1031,16/131,1015/24047,1.4810859706881506e-4,0.09034624421197718,0.002658519765197368,Down,3,3,FALSE,BP,gad1CS
GO:0031226,intrinsic component of plasma membrane,8,1.4817648771156484,280,8/280,8/131,272/24047,1.481797901913287e-4,0.09038967201671051,0.002658519765197368,Down,3,4,FALSE,CC,gad1CS
GO:0010383,cell wall polysaccharide metabolic process,6,0.7899114234623862,151,6/151,6/131,145/24047,1.7671568655066992e-4,0.10779656879590865,0.0030799019655973897,Down,4,6,FALSE,BP,gad1CS
GO:0009755,hormone-mediated signaling pathway,15,5.060880775148667,944,15/944,15/131,929/24047,1.8734251171216443e-4,0.11427893214442031,0.0031744147817894526,Down,3,6,FALSE,BP,gad1CS
GO:0048868,pollen tube development,7,1.1549049777519025,219,7/219,7/131,212/24047,1.961864059168322e-4,0.11967370760926764,0.003234424529980207,Down,3,4,FALSE,BP,gad1CS
GO:0045490,pectin catabolic process,5,0.5175281739925979,100,5/100,5/131,95/24047,2.156780829530016e-4,0.13156363060133097,0.0032915303080933204,Down,5,7,FALSE,BP,gad1CS
GO:0016051,carbohydrate biosynthetic process,9,1.9992930511082463,376,9/376,9/131,367/24047,2.159637001709258e-4,0.13173785710426475,0.0032915303080933204,Down,4,4,FALSE,BP,gad1CS
GO:0048046,apoplast,10,2.467792240196282,463,10/463,10/131,453/24047,2.205445668265594e-4,0.13453218576420123,0.0032915303080933204,Down,3,3,TRUE,CC,gad1CS
GO:0071310,cellular response to organic substance,17,6.346529712646068,1182,17/1182,17/131,1165/24047,2.2442972441112782e-4,0.13690213189078798,0.0032915303080933204,Down,4,4,FALSE,BP,gad1CS
GO:0006826,iron ion transport,4,0.2778309144591841,55,4/55,4/131,51/24047,2.2662995563921221e-4,0.13824427293991945,0.0032915303080933204,Down,8,8,FALSE,BP,gad1CS
GO:0009057,macromolecule catabolic process,15,5.175281739925978,965,15/965,15/131,950/24047,2.3730038496482485e-4,0.14475323482854316,0.003366354298338213,Down,4,4,FALSE,BP,gad1CS
GO:0031667,response to nutrient levels,7,1.2257246226140475,232,7/232,7/131,225/24047,2.787350653154909e-4,0.17002838984244947,0.0037882762324423914,Down,4,4,FALSE,BP,gad1CS
GO:0009719,response to endogenous stimulus,21,8.732606978001414,1624,21/1624,21/131,1603/24047,2.794630007539469e-4,0.17047243045990762,0.0037882762324423914,Down,2,2,FALSE,BP,gad1CS
GO:0016835,carbon-oxygen lyase activity,6,0.8879693932715099,169,6/169,6/131,163/24047,3.243779275597543e-4,0.19787053581145012,0.004181000935817715,Down,3,3,FALSE,MF,gad1CS
GO:0010411,xyloglucan metabolic process,4,0.3105169043955587,61,4/61,4/131,57/24047,3.381848354055833e-4,0.20629274959740582,0.004181000935817715,Down,6,8,FALSE,BP,gad1CS
GO:0034637,cellular carbohydrate biosynthetic process,7,1.2693059425292137,240,7/240,7/131,233/24047,3.4206795624777057e-4,0.20866145331114005,0.004181000935817715,Down,4,5,FALSE,BP,gad1CS
GO:0032870,cellular response to hormone stimulus,15,5.360502349565435,999,15/999,15/131,984/24047,3.42704994739157e-4,0.20905004679088576,0.004181000935817715,Down,4,5,FALSE,BP,gad1CS
GO:0010410,hemicellulose metabolic process,5,0.582900153865347,112,5/112,5/131,107/24047,3.6493721117744697e-4,0.22261169881824264,0.0043649352709459344,Down,5,7,FALSE,BP,gad1CS
GO:0055072,iron ion homeostasis,4,0.3432028943319333,67,4/67,4/131,63/24047,4.8442498483911457e-4,0.2954992407518599,0.0055899462814284874,Down,9,9,FALSE,BP,gad1CS
GO:0003824,catalytic activity,75,54.74358547843806,10124,75/10124,75/131,10049/24047,4.871292878543547e-4,0.2971488655911564,0.0055899462814284874,Down,1,1,FALSE,MF,gad1CS
GO:0009725,response to hormone,20,8.56917702831954,1593,20/1593,20/131,1573/24047,4.948477036018661e-4,0.3018570991971383,0.0055899462814284874,Down,3,4,FALSE,BP,gad1CS
GO:0009991,response to extracellular stimulus,7,1.449078887179274,273,7/273,7/131,266/24047,7.356527289293236e-4,0.44874816464688744,0.008159057539034318,Down,3,3,FALSE,BP,gad1CS
GO:0016762,xyloglucan:xyloglucosyl transferase activity,3,0.163429949681873,33,3/33,3/131,30/24047,7.530219851443429e-4,0.4593434109380492,0.00820256090960802,Down,6,6,TRUE,MF,gad1CS
GO:0010033,response to organic substance,23,11.113236578367363,2063,23/2063,23/131,2040/24047,7.940811747808298e-4,0.48438951661630614,0.008397993313516195,Down,3,3,FALSE,BP,gad1CS
GO:0010106,cellular response to iron ion starvation,2,0.0326859899363746,8,2/8,2/131,6/24047,7.984977248917037e-4,0.4870836121839393,0.008397993313516195,Down,5,11,FALSE,BP,gad1CS
GO:0042594,response to starvation,6,1.0677423379215703,202,6/202,6/131,196/24047,8.305071898791358e-4,0.5066093858262728,0.008586599759767338,Down,3,5,FALSE,BP,gad1CS
GO:0030003,cellular cation homeostasis,5,0.7299871085790327,139,5/139,5/131,134/24047,9.738080423896507e-4,0.5940229058576869,0.009900381764294782,Down,5,7,FALSE,BP,gad1CS
GO:0005886,plasma membrane,33,18.69638624360627,3465,33/3465,33/131,3432/24047,9.922220942692266e-4,0.6052554775042283,0.009922220942692267,Down,3,3,FALSE,CC,gad1CS
GO:0006857,oligopeptide transport,3,0.19066827462885183,38,3/38,3/131,35/24047,0.0011415510996946457,0.696346170813734,0.01105311382244022,Down,6,7,FALSE,BP,gad1CS
GO:0008378,galactosyltransferase activity,3,0.19066827462885183,38,3/38,3/131,35/24047,0.0011415510996946457,0.696346170813734,0.01105311382244022,Down,5,5,FALSE,MF,gad1CS
GO:0015837,amine transport,2,0.04358131991516613,10,2/10,2/131,8/24047,0.001274210744138459,0.7772685539244599,0.012076440013592475,Down,5,5,FALSE,BP,gad1CS
GO:0016798,"hydrolase activity, acting on glycosyl bonds",10,3.1215120389237745,583,10/583,10/131,573/24047,0.0013078053103318637,0.7977612393024369,0.012076440013592475,Down,3,3,FALSE,MF,gad1CS
GO:0051049,regulation of transport,5,0.7844637584729904,149,5/149,5/131,144/24047,0.0013268607433105585,0.8093850534194407,0.012076440013592475,Down,3,4,FALSE,BP,gad1CS
GO:1901575,organic substance catabolic process,19,8.759845302948392,1627,19/1627,19/131,1608/24047,0.001339549090632326,0.8171249452857189,0.012076440013592475,Down,3,3,FALSE,BP,gad1CS
GO:0009826,unidimensional cell growth,7,1.6125088368611469,303,7/303,7/131,296/24047,0.0013462260998758824,0.8211979209242882,0.012076440013592475,Down,3,5,FALSE,BP,gad1CS
GO:0006873,cellular ion homeostasis,5,0.7953590884517819,151,5/151,5/131,146/24047,0.001407491398566234,0.8585697531254027,0.012443039900368155,Down,4,6,FALSE,BP,gad1CS
GO:0006879,cellular iron ion homeostasis,3,0.2124589345864349,42,3/42,3/131,39/24047,0.0015291447998097675,0.9327783278839582,0.013325404684056545,Down,8,10,FALSE,BP,gad1CS
GO:0080086,stamen filament development,2,0.0490289849045619,11,2/11,2/131,9/24047,0.0015518472063035475,0.946626795845164,0.013332771772467097,Down,3,12,TRUE,BP,gad1CS
GO:0009860,pollen tube growth,5,0.8280450783881566,157,5/157,5/131,152/24047,0.0016711078063348225,1,0.014157996692558912,Down,3,7,FALSE,BP,gad1CS
GO:0030243,cellulose metabolic process,4,0.490289849045619,94,4/94,4/131,90/24047,0.0017223730541533497,1,0.014392432370322512,Down,7,8,FALSE,BP,gad1CS
GO:0005576,extracellular region,21,10.361458809830749,1923,21/1923,21/131,1902/24047,0.0017891228012101605,1,0.01474817444240808,Down,2,2,FALSE,CC,gad1CS
GO:0000271,polysaccharide biosynthetic process,6,1.2693059425292137,239,6/239,6/131,233/24047,0.0019603940013116867,1,0.01594453787733505,Down,5,5,FALSE,BP,gad1CS
GO:0016049,cell growth,8,2.288019295546222,428,8/428,8/131,420/24047,0.0023543753829953166,1,0.018896960310883462,Down,2,2,FALSE,BP,gad1CS
GO:0055076,transition metal ion homeostasis,4,0.5393188339501809,103,4/103,4/131,99/24047,0.0024055643043534975,1,0.019057067865657577,Down,8,8,FALSE,BP,gad1CS
GO:0035672,oligopeptide transmembrane transport,2,0.0653719798727492,14,2/14,2/131,12/24047,0.0025404117690685977,1,0.019615837710529677,Down,3,8,FALSE,BP,gad1CS
GO:0035673,oligopeptide transmembrane transporter activity,2,0.0653719798727492,14,2/14,2/131,12/24047,0.0025404117690685977,1,0.019615837710529677,Down,5,5,FALSE,MF,gad1CS
GO:0009056,catabolic process,20,9.969226930594253,1850,20/1850,20/131,1830/24047,0.0026297268697349613,1,0.019919463997721723,Down,2,2,FALSE,BP,gad1CS
GO:0005887,integral component of plasma membrane,4,0.5556618289183682,106,4/106,4/131,102/24047,0.002669436180733717,1,0.019919463997721723,Down,4,5,FALSE,CC,gad1CS
GO:0016740,transferase activity,37,23.130785544974426,4283,37/4283,37/131,4246/24047,0.0026776984390380018,1,0.019919463997721723,Down,2,2,FALSE,MF,gad1CS
GO:0051273,beta-glucan metabolic process,4,0.561109493907764,107,4/107,4/131,103/24047,0.002761628291698519,1,0.020296304312483093,Down,6,7,FALSE,BP,gad1CS
GO:0030154,cell differentiation,11,4.074853412068033,759,11/759,11/131,748/24047,0.0028458321865886967,1,0.020666162307370298,Down,3,3,FALSE,BP,gad1CS
GO:0006875,cellular metal ion homeostasis,4,0.5720048238865555,109,4/109,4/131,105/24047,0.0029525141038029418,1,0.020918402792972524,Down,6,8,FALSE,BP,gad1CS
GO:0070887,cellular response to chemical stimulus,19,9.244687487004615,1716,19/1716,19/131,1697/24047,0.0029680747518940256,1,0.020918402792972524,Down,3,3,FALSE,BP,gad1CS
GO:0046527,glucosyltransferase activity,5,0.9533413731442592,180,5/180,5/131,175/24047,0.003024803358942093,1,0.020918402792972524,Down,5,5,FALSE,MF,gad1CS
GO:0060560,developmental growth involved in morphogenesis,7,1.868549091362748,350,7/350,7/131,343/24047,0.0030278257147315275,1,0.020918402792972524,Down,3,4,FALSE,BP,gad1CS
GO:0009932,cell tip growth,5,0.9642367031230507,182,5/182,5/131,177/24047,0.0031713729056241187,1,0.02125865354319464,Down,4,6,FALSE,BP,gad1CS
GO:0055082,cellular chemical homeostasis,5,0.9642367031230507,182,5/182,5/131,177/24047,0.0031713729056241187,1,0.02125865354319464,Down,3,5,FALSE,BP,gad1CS
GO:0000041,transition metal ion transport,4,0.5937954838441386,113,4/113,4/131,109/24047,0.003360981006876192,1,0.0222847653716791,Down,7,7,FALSE,BP,gad1CS
GO:0023052,signaling,21,10.742795359088452,1993,21/1993,21/131,1972/24047,0.003422851057120437,1,0.022450958546703943,Down,1,1,FALSE,BP,gad1CS
GO:0001653,peptide receptor activity,2,0.0817149748409365,17,2/17,2/131,15/24047,0.003756504724620201,1,0.024377317893811944,Down,3,3,FALSE,MF,gad1CS
GO:0007154,cell communication,23,12.382542520896578,2296,23/2296,23/131,2273/24047,0.003907150373951701,1,0.02508801819063724,Down,2,2,FALSE,BP,gad1CS
GO:0016829,lyase activity,8,2.5168212251008444,470,8/470,8/131,462/24047,0.004151053132820028,1,0.02610456093835275,Down,2,2,FALSE,MF,gad1CS
GO:0033692,cellular polysaccharide biosynthetic process,5,1.051399342953383,198,5/198,5/131,193/24047,0.0045341509064074775,1,0.02822277605008736,Down,5,6,FALSE,BP,gad1CS
GO:0032502,developmental process,30,18.0154281199318,3337,30/3337,30/131,3307/24047,0.004757511849987754,1,0.029313961903964948,Down,1,1,FALSE,BP,gad1CS
GO:0046916,cellular transition metal ion homeostasis,3,0.326859899363746,63,3/63,3/131,60/24047,0.00487029794820419,1,0.02960280505400992,Down,7,9,FALSE,BP,gad1CS
GO:0009856,pollination,7,2.0592173659916,385,7/385,7/131,378/24047,0.00508258688938298,1,0.02960280505400992,Down,2,3,FALSE,BP,gad1CS
GO:0044706,multi-multicellular organism process,7,2.0592173659916,385,7/385,7/131,378/24047,0.00508258688938298,1,0.02960280505400992,Down,2,2,FALSE,BP,gad1CS
GO:0003008,system process,2,0.0980579698091238,20,2/20,2/131,18/24047,0.005192623181605019,1,0.02960280505400992,Down,2,2,FALSE,BP,gad1CS
GO:0003013,circulatory system process,2,0.0980579698091238,20,2/20,2/131,18/24047,0.005192623181605019,1,0.02960280505400992,Down,3,3,FALSE,BP,gad1CS
GO:0003018,vascular process in circulatory system,2,0.0980579698091238,20,2/20,2/131,18/24047,0.005192623181605019,1,0.02960280505400992,Down,4,4,FALSE,BP,gad1CS
GO:0010232,vascular transport,2,0.0980579698091238,20,2/20,2/131,18/24047,0.005192623181605019,1,0.02960280505400992,Down,4,5,FALSE,BP,gad1CS
GO:0010233,phloem transport,2,0.0980579698091238,20,2/20,2/131,18/24047,0.005192623181605019,1,0.02960280505400992,Down,5,6,FALSE,BP,gad1CS
GO:0007165,signal transduction,20,10.519441094523225,1951,20/1951,20/131,1931/24047,0.005441776691187371,1,0.03061693724797938,Down,2,4,FALSE,BP,gad1CS
GO:0071669,plant-type cell wall organization or biogenesis,6,1.5743751819353766,295,6/295,6/131,289/24047,0.0054961340834027515,1,0.03061693724797938,Down,3,3,FALSE,BP,gad1CS
GO:0004252,serine-type endopeptidase activity,4,0.6864057886638666,130,4/130,4/131,126/24047,0.00552664992303656,1,0.03061693724797938,Down,6,6,TRUE,MF,gad1CS
GO:0048589,developmental growth,8,2.6475651848463424,494,8/494,8/131,486/24047,0.005571278745124117,1,0.03061693724797938,Down,2,2,FALSE,BP,gad1CS
GO:0048856,anatomical structure development,29,17.312679336299745,3207,29/3207,29/131,3178/24047,0.006095814709489878,1,0.03295420109595136,Down,2,2,FALSE,BP,gad1CS
GO:0048869,cellular developmental process,11,4.521561941198486,841,11/841,11/131,830/24047,0.006104630694823777,1,0.03295420109595136,Down,2,2,FALSE,BP,gad1CS
GO:0043270,positive regulation of ion transport,2,0.10895329978791533,22,2/22,2/131,20/24047,0.006268648312081293,1,0.033542767283943765,Down,3,6,FALSE,BP,gad1CS
GO:0009250,glucan biosynthetic process,4,0.7354347735684285,139,4/139,4/131,135/24047,0.0069813026537862265,1,0.03629294145579381,Down,6,7,FALSE,BP,gad1CS
GO:0048588,developmental cell growth,5,1.1712479727200897,220,5/220,5/131,215/24047,0.007027351170970466,1,0.03629294145579381,Down,3,5,FALSE,BP,gad1CS
GO:0055080,cation homeostasis,5,1.1875909676882772,223,5/223,5/131,218/24047,0.007428957319561542,1,0.03629294145579381,Down,6,6,FALSE,BP,gad1CS
GO:0004568,chitinase activity,2,0.11984862976670686,24,2/24,2/131,22/24047,0.007437078167170863,1,0.03629294145579381,Down,5,5,FALSE,MF,gad1CS
GO:0006026,aminoglycan catabolic process,2,0.11984862976670686,24,2/24,2/131,22/24047,0.007437078167170863,1,0.03629294145579381,Down,5,5,FALSE,BP,gad1CS
GO:0006030,chitin metabolic process,2,0.11984862976670686,24,2/24,2/131,22/24047,0.007437078167170863,1,0.03629294145579381,Down,4,6,FALSE,BP,gad1CS
GO:0006032,chitin catabolic process,2,0.11984862976670686,24,2/24,2/131,22/24047,0.007437078167170863,1,0.03629294145579381,Down,5,7,FALSE,BP,gad1CS
GO:0046348,amino sugar catabolic process,2,0.11984862976670686,24,2/24,2/131,22/24047,0.007437078167170863,1,0.03629294145579381,Down,5,5,FALSE,BP,gad1CS
GO:0051050,positive regulation of transport,2,0.11984862976670686,24,2/24,2/131,22/24047,0.007437078167170863,1,0.03629294145579381,Down,2,5,FALSE,BP,gad1CS
GO:1901072,glucosamine-containing compound catabolic process,2,0.11984862976670686,24,2/24,2/131,22/24047,0.007437078167170863,1,0.03629294145579381,Down,6,6,FALSE,BP,gad1CS
GO:0051704,multi-organism process,9,3.3993429533829582,633,9/633,9/131,624/24047,0.007659802063767556,1,0.03708316872141435,Down,1,1,FALSE,BP,gad1CS
GO:0000902,cell morphogenesis,7,2.266228635588639,423,7/423,7/131,416/24047,0.008348712210074247,1,0.040100113764923555,Down,3,4,FALSE,BP,gad1CS
GO:0019725,cellular homeostasis,5,1.2420676175822347,233,5/233,5/131,228/24047,0.008883114018210313,1,0.04233359024303352,Down,2,4,FALSE,BP,gad1CS
GO:0019187,"beta-1,4-mannosyltransferase activity",2,0.13619162473489416,27,2/27,2/131,25/24047,0.009358415229190589,1,0.043912563767740456,Down,6,6,FALSE,MF,gad1CS
GO:0051753,mannan synthase activity,2,0.13619162473489416,27,2/27,2/131,25/24047,0.009358415229190589,1,0.043912563767740456,Down,7,7,TRUE,MF,gad1CS
GO:0098771,inorganic ion homeostasis,5,1.263858277539818,237,5/237,5/131,232/24047,0.0095162641141294,1,0.04397667507287071,Down,6,6,FALSE,BP,gad1CS
GO:0032879,regulation of localization,5,1.2747536075186094,239,5/239,5/131,234/24047,0.00984421719886665,1,0.04504499528461592,Down,2,3,FALSE,BP,gad1CS
GO:0006022,aminoglycan metabolic process,2,0.14163928972428994,28,2/28,2/131,26/24047,0.010042818620832401,1,0.04504499528461592,Down,4,4,FALSE,BP,gad1CS
GO:0030245,cellulose catabolic process,2,0.14163928972428994,28,2/28,2/131,26/24047,0.010042818620832401,1,0.04504499528461592,Down,7,9,FALSE,BP,gad1CS
GO:0051275,beta-glucan catabolic process,2,0.14163928972428994,28,2/28,2/131,26/24047,0.010042818620832401,1,0.04504499528461592,Down,6,8,FALSE,BP,gad1CS
GO:0008810,cellulase activity,2,0.14708695471368569,29,2/29,2/131,27/24047,0.010748779066162657,1,0.04785952722889942,Down,5,5,TRUE,MF,gad1CS
GO:0048468,cell development,6,1.868549091362748,349,6/349,6/131,343/24047,0.012015547594475243,1,0.053112203134999265,Down,3,4,FALSE,BP,gad1CS
GO:0050896,response to stimulus,48,34.85416060215412,6446,48/6446,48/131,6398/24047,0.012884109978499144,1,0.05649602864408059,Down,1,1,FALSE,BP,gad1CS
GO:1901071,glucosamine-containing compound metabolic process,2,0.163429949681873,32,2/32,2/131,30/24047,0.012993513022161365,1,0.05649602864408059,Down,5,5,FALSE,BP,gad1CS
GO:0055065,metal ion homeostasis,4,0.8879693932715099,167,4/167,4/131,163/24047,0.01305891809641863,1,0.05649602864408059,Down,7,7,FALSE,BP,gad1CS
GO:0042221,response to chemical,27,17.029400756851167,3153,27/3153,27/131,3126/24047,0.013274446196320792,1,0.05696992631450122,Down,2,2,FALSE,BP,gad1CS
GO:0000904,cell morphogenesis involved in differentiation,5,1.378259242317129,258,5/258,5/131,253/24047,0.013355245021268319,1,0.05696992631450122,Down,4,5,FALSE,BP,gad1CS
GO:0050801,ion homeostasis,5,1.4054975672641077,263,5/263,5/131,258/24047,0.014403277997160652,1,0.06017807930320546,Down,5,5,FALSE,BP,gad1CS
GO:0046658,anchored component of plasma membrane,4,0.9206553832078845,173,4/173,4/131,169/24047,0.014692180076679901,1,0.06096754997805945,Down,4,5,FALSE,CC,gad1CS
GO:0009926,auxin polar transport,3,0.5011851790244105,95,3/95,3/131,92/24047,0.014981261097329009,1,0.06166531737426447,Down,6,6,FALSE,BP,gad1CS
GO:0004175,endopeptidase activity,6,1.9666070611718718,367,6/367,6/131,361/24047,0.01506251194879575,1,0.06166531737426447,Down,5,5,FALSE,MF,gad1CS
GO:0019199,transmembrane receptor protein kinase activity,3,0.5066328440138063,96,3/96,3/131,93/24047,0.015404503898839673,1,0.06223011508802782,Down,4,6,FALSE,MF,gad1CS
GO:1901136,carbohydrate derivative catabolic process,3,0.5066328440138063,96,3/96,3/131,93/24047,0.015404503898839673,1,0.06223011508802782,Down,4,4,FALSE,BP,gad1CS
GO:0010817,regulation of hormone levels,5,1.4599742171580654,273,5/273,5/131,268/24047,0.01666236288287813,1,0.06686869314839251,Down,3,3,FALSE,BP,gad1CS
GO:0016310,phosphorylation,17,9.440803426622864,1750,17/1750,17/131,1733/24047,0.016916107680989553,1,0.06744330513335704,Down,5,5,FALSE,BP,gad1CS
GO:0015293,symporter activity,3,0.5338711689607851,101,3/101,3/131,98/24047,0.01762152984753827,1,0.06892647403949227,Down,5,5,FALSE,MF,gad1CS
GO:0008152,metabolic process,83,69.2398220152202,12793,83/12793,83/131,12710/24047,0.017627098278952123,1,0.06892647403949227,Down,1,1,FALSE,BP,gad1CS
GO:0009832,plant-type cell wall biogenesis,4,0.9860273630806338,185,4/185,4/131,181/24047,0.018333145898405793,1,0.07077986707612363,Down,4,5,FALSE,BP,gad1CS
GO:0032501,multicellular organismal process,27,17.22006903148002,3188,27/3188,27/131,3161/24047,0.018728885133559147,1,0.07185295554384327,Down,1,1,FALSE,BP,gad1CS
GO:0000030,mannosyltransferase activity,2,0.20156360460764336,39,2/39,2/131,37/24047,0.01894002228516944,1,0.07220883496220849,Down,5,5,FALSE,MF,gad1CS
GO:0097502,mannosylation,2,0.21790659957583067,42,2/42,2/131,40/24047,0.0217769532061558,1,0.08250895314133563,Down,3,3,FALSE,BP,gad1CS
GO:0060918,auxin transport,3,0.6155861438017216,116,3/116,3/131,113/24047,0.025287244637291244,1,0.09463324680213288,Down,5,5,FALSE,BP,gad1CS
GO:0009653,anatomical structure morphogenesis,11,5.46945564935335,1015,11/1015,11/131,1004/24047,0.025798695533333863,1,0.09480923173068712,Down,2,3,FALSE,BP,gad1CS
GO:0033612,receptor serine/threonine kinase binding,2,0.23969725953341373,46,2/46,2/131,44/24047,0.025813837233859098,1,0.09480923173068712,Down,4,4,FALSE,MF,gad1CS
