GO_term,Descrip,DECount,Expect,N,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0070887,cellular response to chemical stimulus,56,27.28633287089587,1716,56/1716,56/391,1660/23787,4.6563922809487784e-7,5.387445869057736e-4,1.7958152896859124e-5,Up,3,3,FALSE,BP,gad1CS
GO:0015996,chlorophyll catabolic process,6,0.23012569891116996,20,6/20,6/391,14/23787,5.508242310468244e-7,6.373036353211759e-4,2.055818178455406e-5,Up,4,7,FALSE,BP,gad1CS
GO:0044282,small molecule catabolic process,17,3.8299491318787573,250,17/250,17/391,233/23787,7.626650145904828e-7,8.824034218811886e-4,2.6497309308361476e-5,Up,3,3,FALSE,BP,gad1CS
GO:0009753,response to jasmonic acid,15,2.9751965359229833,196,15/196,15/391,181/23787,7.786590462266985e-7,9.009085164842901e-4,2.6497309308361476e-5,Up,4,5,FALSE,BP,gad1CS
GO:0070542,response to fatty acid,15,3.0409467356118887,200,15/200,15/391,185/23787,1.005677344782444e-6,0.0011635686879132878,3.3157344105322945e-5,Up,4,5,FALSE,BP,gad1CS
GO:0046149,pigment catabolic process,6,0.2630007987556228,22,6/22,6/391,16/23787,1.0316891856453121e-6,0.0011936643877916262,3.3157344105322945e-5,Up,3,3,FALSE,BP,gad1CS
GO:0008194,UDP-glycosyltransferase activity,18,4.454576028923362,289,18/289,18/391,271/23787,1.290536719963026e-6,0.001493150984997221,4.035543202695192e-5,Up,4,4,FALSE,MF,gad1CS
GO:0009737,response to abscisic acid,27,9.468028755202422,603,27/603,27/391,576/23787,2.183116325690349e-6,0.0025258655888237337,6.647014707430878e-5,Up,4,5,FALSE,BP,gad1CS
GO:0006787,porphyrin-containing compound catabolic process,6,0.3123134485223021,25,6/25,6/391,19/23787,2.350295810421213e-6,0.0027192922526573433,6.798230631643359e-5,Up,5,6,FALSE,BP,gad1CS
GO:0033015,tetrapyrrole catabolic process,6,0.3123134485223021,25,6/25,6/391,19/23787,2.350295810421213e-6,0.0027192922526573433,6.798230631643359e-5,Up,5,5,FALSE,BP,gad1CS
GO:0097305,response to alcohol,27,9.583091604658007,610,27/610,27/391,583/23787,2.707402026381864e-6,0.0031324641445238167,7.64015645005809e-5,Up,4,4,FALSE,BP,gad1CS
GO:0019752,carboxylic acid metabolic process,38,16.618362971370917,1049,38/1049,38/391,1011/23787,3.8290973537743265e-6,0.004430265638316896,1.0548251519802133e-4,Up,5,5,FALSE,BP,gad1CS
GO:0009605,response to external stimulus,58,30.50809265565225,1914,58/1914,58/391,1856/23787,4.2279752643922805e-6,0.004891767380901868,1.1376203211399694e-4,Up,2,2,FALSE,BP,gad1CS
GO:0044281,small molecule metabolic process,56,29.20952621179636,1833,56/1833,56/391,1777/23787,4.346642324999736e-6,0.005029065170024694,1.1429693568237943e-4,Up,2,2,FALSE,BP,gad1CS
GO:0042430,indole-containing compound metabolic process,9,1.1506284945558498,79,9/79,9/391,70/23787,5.234254972902025e-6,0.006056033003647643,1.3457851119216984e-4,Up,4,4,FALSE,BP,gad1CS
GO:1900055,regulation of leaf senescence,7,0.6410644469668306,46,7/46,7/391,39/23787,8.522230688335099e-6,0.009860220906403708,2.1435262840008063e-4,Up,5,9,FALSE,BP,gad1CS
GO:0080043,quercetin 3-O-glucosyltransferase activity,8,0.9205027956446798,64,8/64,8/391,56/23787,8.744003037044355e-6,0.010116811513860319,2.152513088055387e-4,Up,6,7,TRUE,MF,gad1CS
GO:0033554,cellular response to stress,42,20.1524362046496,1268,42/1268,42/391,1226/23787,1.0370703103837783e-5,0.011998903491140314,2.4997715606542325e-4,Up,3,3,FALSE,BP,gad1CS
GO:0009063,cellular amino acid catabolic process,9,1.3150039937781142,89,9/89,9/391,80/23787,1.4025995758412229e-5,0.01622807709248295,3.311852467853663e-4,Up,4,7,FALSE,BP,gad1CS
GO:0016757,"transferase activity, transferring glycosyl groups",26,10.20771850170261,647,26/647,26/391,621/23787,2.2418009335144668e-5,0.02593763680076238,5.187527360152476e-4,Up,3,3,FALSE,MF,gad1CS
GO:0016151,nickel cation binding,4,0.1315003993778114,12,4/12,4/391,8/23787,3.008503702392706e-5,0.03480838783668361,6.693920737823771e-4,Up,6,6,TRUE,MF,gad1CS
GO:0009266,response to temperature stimulus,25,9.994030352713667,633,25/633,25/391,608/23787,4.271632923503901e-5,0.04942279292494013,9.325055268856628e-4,Up,3,3,FALSE,BP,gad1CS
GO:0009607,response to biotic stimulus,45,23.620759238239373,1482,45/1482,45/391,1437/23787,4.487941247041349e-5,0.05192548022826841,9.46268583786128e-4,Up,2,2,FALSE,BP,gad1CS
GO:0000302,response to reactive oxygen species,11,2.4327573884895113,159,11/159,11/391,148/23787,5.86490429263606e-5,0.06785694266579921,0.0012117311190321287,Up,4,4,FALSE,BP,gad1CS
GO:0043207,response to external biotic stimulus,44,23.22625804010594,1457,44/1457,44/391,1413/23787,6.252423882729678e-5,0.07234054432318238,0.0012342006418630293,Up,3,3,FALSE,BP,gad1CS
GO:0051707,response to other organism,44,23.22625804010594,1457,44/1457,44/391,1413/23787,6.252423882729678e-5,0.07234054432318238,0.0012342006418630293,Up,2,4,FALSE,BP,gad1CS
GO:0031668,cellular response to extracellular stimulus,13,3.3861352839786436,219,13/219,13/391,206/23787,6.29367656611225e-5,0.07281783786991873,0.0012342006418630293,Up,3,4,FALSE,BP,gad1CS
GO:0071496,cellular response to external stimulus,13,3.4847605835120024,225,13/225,13/391,212/23787,8.281318650637415e-5,0.0958148567878749,0.001545400915933466,Up,3,3,FALSE,BP,gad1CS
GO:0006979,response to oxidative stress,20,7.3804599150796655,469,20/469,20/391,449/23787,8.945121666738422e-5,0.10349505768416355,0.0016427786933994213,Up,3,3,FALSE,BP,gad1CS
GO:0035251,UDP-glucosyltransferase activity,10,2.1697565897338884,142,10/142,10/391,132/23787,1.0914522883588484e-4,0.12628102976311875,0.0019731410900487305,Up,5,6,FALSE,MF,gad1CS
GO:1901606,alpha-amino acid catabolic process,7,1.002690545255812,68,7/68,7/391,61/23787,1.1379434693334605e-4,0.13166005940188139,0.00202553937541356,Up,5,8,FALSE,BP,gad1CS
GO:0042542,response to hydrogen peroxide,7,1.0191280951780384,69,7/69,7/391,62/23787,1.2490371312190757e-4,0.14451359608204706,0.002189599940637077,Up,4,5,FALSE,BP,gad1CS
GO:0009068,aspartate family amino acid catabolic process,3,0.0657501996889057,7,3/7,3/391,4/23787,1.3997126534310745e-4,0.1619467540019753,0.0024171157313727662,Up,6,9,FALSE,BP,gad1CS
GO:0009991,response to extracellular stimulus,14,4.257325429856644,273,14/273,14/391,259/23787,1.581304131651118e-4,0.18295688803203436,0.002690542471059329,Up,3,3,FALSE,BP,gad1CS
GO:0044419,biological process involved in interspecies interaction between organisms,44,24.06457308613949,1508,44/1508,44/391,1464/23787,1.857960115761433e-4,0.2149659853935978,0.003070942648479968,Up,1,1,FALSE,BP,gad1CS
GO:0042537,benzene-containing compound metabolic process,7,1.1670660444780763,78,7/78,7/391,71/23787,2.7011577667563773e-4,0.3125239536137129,0.004166986048182838,Up,4,4,FALSE,BP,gad1CS
GO:0044248,cellular catabolic process,41,22.700256442594693,1422,41/1422,41/391,1381/23787,3.1363979261353643e-4,0.36288124005386163,0.004652323590434124,Up,3,3,FALSE,BP,gad1CS
GO:0034440,lipid oxidation,6,0.8547525959557741,58,6/58,6/391,52/23787,3.42722655483987e-4,0.396530112394973,0.005019368511328772,Up,3,6,FALSE,BP,gad1CS
GO:0006970,response to osmotic stress,21,8.679026358935554,549,21/549,21/391,528/23787,3.845764986959932e-4,0.44495500899126417,0.0055619376123908024,Up,3,3,FALSE,BP,gad1CS
GO:0009409,response to cold,17,6.558582418968344,416,17/416,17/391,399/23787,4.843563313702726e-4,0.5604002753954054,0.0068341496999439685,Up,3,4,FALSE,BP,gad1CS
GO:0006520,cellular amino acid metabolic process,18,7.232521965779627,458,18/458,18/391,440/23787,5.282547122681464e-4,0.6111907020942454,0.007238215334755827,Up,3,6,FALSE,BP,gad1CS
GO:0015291,secondary active transmembrane transporter activity,14,4.914827426745702,313,14/313,14/391,299/23787,6.281179747586158e-4,0.7267324967957185,0.008450377869717658,Up,4,4,FALSE,MF,gad1CS
GO:0072329,monocarboxylic acid catabolic process,6,0.9698154454113591,65,6/65,6/391,59/23787,6.361689227855664e-4,0.7360474436629003,0.008460315444401153,Up,6,7,FALSE,BP,gad1CS
GO:0031669,cellular response to nutrient levels,10,2.7779459368562662,179,10/179,10/391,169/23787,6.999229432834193e-4,0.8098108453789161,0.008965317902943913,Up,4,5,FALSE,BP,gad1CS
GO:0009056,catabolic process,49,29.604027409929795,1850,49/1850,49/391,1801/23787,7.088881786187201e-4,0.8201836226618592,0.008965317902943913,Up,2,2,FALSE,BP,gad1CS
GO:0048366,leaf development,16,6.1805187707571365,392,16/392,16/391,376/23787,7.128861253853415e-4,0.82480924707084,0.008965317902943913,Up,5,7,FALSE,BP,gad1CS
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",10,2.7943834867784925,180,10/180,10/391,170/23787,7.306699381997342e-4,0.8453851184970925,0.008993458707415877,Up,4,4,FALSE,MF,gad1CS
GO:0046527,glucosyltransferase activity,10,2.7943834867784925,180,10/180,10/391,170/23787,7.306699381997342e-4,0.8453851184970925,0.008993458707415877,Up,5,5,FALSE,MF,gad1CS
GO:0019842,vitamin binding,9,2.3505696388783788,152,9/152,9/391,143/23787,8.499734910695794e-4,0.9834193291675033,0.010118030219077345,Up,3,3,FALSE,MF,gad1CS
GO:0009062,fatty acid catabolic process,5,0.6739395468112834,46,5/46,5/391,41/23787,8.570155241742263e-4,0.9915669614695798,0.010118030219077345,Up,5,8,FALSE,BP,gad1CS
GO:0043562,cellular response to nitrogen levels,5,0.6739395468112834,46,5/46,5/391,41/23787,8.570155241742263e-4,0.9915669614695798,0.010118030219077345,Up,5,6,FALSE,BP,gad1CS
GO:0019395,fatty acid oxidation,5,0.7068146466557363,48,5/48,5/391,43/23787,0.0010426909215410368,1,0.012185791881040199,Up,4,8,FALSE,BP,gad1CS
GO:0000421,autophagosome membrane,3,0.16437549922226427,13,3/13,3/391,10/23787,0.0010640023647241848,1,0.01223749251533621,Up,5,7,FALSE,CC,gad1CS
GO:0009651,response to salt stress,18,7.429772564846345,470,18/470,18/391,452/23787,0.0011480658958303391,1,0.01284120787149472,Up,4,4,FALSE,BP,gad1CS
GO:0051094,positive regulation of developmental process,8,1.9725059906671711,128,8/128,8/391,120/23787,0.001154265876089413,1,0.01284120787149472,Up,2,4,FALSE,BP,gad1CS
GO:1901605,alpha-amino acid metabolic process,13,4.684701727834532,298,13/298,13/391,285/23787,0.0012178481611958057,1,0.01329292757078818,Up,4,7,FALSE,BP,gad1CS
GO:0009694,jasmonic acid metabolic process,5,0.7396897465001891,50,5/50,5/391,45/23787,0.0012566414428670963,1,0.013588169620534862,Up,3,7,FALSE,BP,gad1CS
GO:0015293,symporter activity,7,1.5451296926892841,101,7/101,7/391,94/23787,0.0012816762358225946,1,0.01373055004487724,Up,5,5,FALSE,MF,gad1CS
GO:0051716,cellular response to stimulus,76,52.89603564972464,3294,76/3294,76/391,3218/23787,0.001328561783242174,1,0.014102256726708213,Up,2,2,FALSE,BP,gad1CS
GO:0055076,transition metal ion homeostasis,7,1.5780047925337368,103,7/103,7/391,96/23787,0.0014365229351559672,1,0.014968976081300732,Up,8,8,FALSE,BP,gad1CS
GO:0009267,cellular response to starvation,9,2.5478202379450963,164,9/164,9/391,155/23787,0.0014490279352685237,1,0.014968976081300732,Up,4,6,FALSE,BP,gad1CS
GO:0032787,monocarboxylic acid metabolic process,19,8.531088409635515,538,19/538,19/391,519/23787,0.0014696743416049865,1,0.014992338491667919,Up,6,6,FALSE,BP,gad1CS
GO:0031667,response to nutrient levels,11,3.6326985328120402,232,11/232,11/391,221/23787,0.0014774912179073198,1,0.014992338491667919,Up,4,4,FALSE,BP,gad1CS
GO:1901575,organic substance catabolic process,43,26.03707907680666,1627,43/1627,43/391,1584/23787,0.001490163290010208,1,0.014992338491667919,Up,3,3,FALSE,BP,gad1CS
GO:0055129,L-proline biosynthetic process,2,0.03287509984445285,4,2/4,2/391,2/23787,0.0015318226113203504,1,0.015278610011186598,Up,4,11,TRUE,BP,gad1CS
GO:0009308,amine metabolic process,8,2.0711312902005297,134,8/134,8/391,126/23787,0.0015477621132997015,1,0.015305647564852604,Up,4,4,FALSE,BP,gad1CS
GO:0009313,oligosaccharide catabolic process,3,0.1972505990667171,15,3/15,3/391,12/23787,0.0016525588493418336,1,0.016067315871331943,Up,5,5,FALSE,BP,gad1CS
GO:0016844,strictosidine synthase activity,3,0.1972505990667171,15,3/15,3/391,12/23787,0.0016525588493418336,1,0.016067315871331943,Up,5,5,TRUE,MF,gad1CS
GO:0016491,oxidoreductase activity,44,26.842519022995752,1677,44/1677,44/391,1633/23787,0.0017052033955417163,1,0.016441002738681383,Up,2,2,FALSE,MF,gad1CS
GO:0006631,fatty acid metabolic process,12,4.3066380796233235,274,12/274,12/391,262/23787,0.0017949702987818748,1,0.01703169057729001,Up,4,7,FALSE,BP,gad1CS
GO:0044242,cellular lipid catabolic process,7,1.660192542144869,108,7/108,7/391,101/23787,0.0018877750081836373,1,0.017343330522921644,Up,4,5,FALSE,BP,gad1CS
GO:0071949,FAD binding,6,1.2163786942447556,80,6/80,6/391,74/23787,0.001890417803624049,1,0.017343330522921644,Up,5,6,TRUE,MF,gad1CS
GO:0042435,indole-containing compound biosynthetic process,5,0.8218774961113213,55,5/55,5/391,50/23787,0.0019318911914883968,1,0.017343330522921644,Up,5,5,FALSE,BP,gad1CS
GO:0080044,quercetin 7-O-glucosyltransferase activity,5,0.8218774961113213,55,5/55,5/391,50/23787,0.0019318911914883968,1,0.017343330522921644,Up,6,7,TRUE,MF,gad1CS
GO:0006560,proline metabolic process,3,0.21368814898894353,16,3/16,3/391,13/23787,0.0020096685416429168,1,0.017790967231412286,Up,4,9,FALSE,BP,gad1CS
GO:0044106,cellular amine metabolic process,6,1.2328162441669819,81,6/81,6/391,75/23787,0.0020143618905056264,1,0.017790967231412286,Up,4,5,FALSE,BP,gad1CS
GO:0043565,sequence-specific DNA binding,36,20.79350065161643,1301,36/1301,36/391,1265/23787,0.0020405987839209744,1,0.017886157522701267,Up,5,5,FALSE,MF,gad1CS
GO:0055085,transmembrane transport,36,21.07293900029428,1318,36/1318,36/391,1282/23787,0.002214987785064999,1,0.019268728325715818,Up,2,4,FALSE,BP,gad1CS
GO:0004144,diacylglycerol O-acyltransferase activity,3,0.23012569891116996,17,3/17,3/391,14/23787,0.0024112401156500705,1,0.020665220843015787,Up,7,7,TRUE,MF,gad1CS
GO:0008526,phosphatidylinositol transfer activity,2,0.049312649766679276,5,2/5,2/391,3/23787,0.0025257241601212644,1,0.021023473764462612,Up,5,5,TRUE,MF,gad1CS
GO:0009413,response to flooding,2,0.049312649766679276,5,2/5,2/391,3/23787,0.0025257241601212644,1,0.021023473764462612,Up,3,5,TRUE,BP,gad1CS
GO:0019441,tryptophan catabolic process to kynurenine,2,0.049312649766679276,5,2/5,2/391,3/23787,0.0025257241601212644,1,0.021023473764462612,Up,5,10,TRUE,BP,gad1CS
GO:0051091,positive regulation of DNA-binding transcription factor activity,2,0.049312649766679276,5,2/5,2/391,3/23787,0.0025257241601212644,1,0.021023473764462612,Up,2,12,FALSE,BP,gad1CS
GO:0010286,heat acclimation,5,0.887627695800227,59,5/59,5/391,54/23787,0.002637959020236665,1,0.021800847045813008,Up,4,5,FALSE,BP,gad1CS
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",10,3.3696977340564174,215,10/215,10/391,205/23787,0.0027471468799138347,1,0.022542191064257498,Up,3,3,FALSE,MF,gad1CS
GO:0010038,response to metal ion,16,6.85445831756842,433,16/433,16/391,417/23787,0.002795317712976574,1,0.022775933759957016,Up,4,4,FALSE,BP,gad1CS
GO:0004022,alcohol dehydrogenase (NAD+) activity,3,0.2465632488333964,18,3/18,3/391,15/23787,0.0028590459114665365,1,0.02296816382466234,Up,6,6,FALSE,MF,gad1CS
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,3,0.2465632488333964,18,3/18,3/391,15/23787,0.0028590459114665365,1,0.02296816382466234,Up,5,5,FALSE,MF,gad1CS
GO:0006568,tryptophan metabolic process,4,0.5424391474334721,37,4/37,4/391,33/23787,0.002918167746089338,1,0.02296816382466234,Up,5,8,FALSE,BP,gad1CS
GO:0006586,indolalkylamine metabolic process,4,0.5424391474334721,37,4/37,4/391,33/23787,0.002918167746089338,1,0.02296816382466234,Up,5,7,FALSE,BP,gad1CS
GO:0006995,cellular response to nitrogen starvation,4,0.5424391474334721,37,4/37,4/391,33/23787,0.002918167746089338,1,0.02296816382466234,Up,5,7,FALSE,BP,gad1CS
GO:0048827,phyllome development,19,8.777651658468912,553,19/553,19/391,534/23787,0.002943161756249016,1,0.023008365891757507,Up,4,6,FALSE,BP,gad1CS
GO:0071229,cellular response to acid chemical,5,0.9205027956446798,61,5/61,5/391,56/23787,0.0030535545782393396,1,0.023711158704851784,Up,4,4,FALSE,BP,gad1CS
GO:0042631,cellular response to water deprivation,4,0.5588766973556984,38,4/38,4/391,34/23787,0.0032204447680210363,1,0.02484036397733559,Up,4,6,FALSE,BP,gad1CS
GO:0015994,chlorophyll metabolic process,6,1.3807541934670198,90,6/90,6/391,84/23787,0.00342434920166917,1,0.026238225339941915,Up,5,6,FALSE,BP,gad1CS
GO:0046916,cellular transition metal ion homeostasis,5,0.9533778954891328,63,5/63,5/391,58/23787,0.003514407051438712,1,0.026576267702709735,Up,7,9,FALSE,BP,gad1CS
GO:0071462,cellular response to water stimulus,4,0.5753142472779249,39,4/39,4/391,35/23787,0.003543369932980035,1,0.026621292288687665,Up,4,5,FALSE,BP,gad1CS
GO:0008374,O-acyltransferase activity,7,1.8738806911338126,121,7/121,7/391,114/23787,0.003579007567975085,1,0.026623978896131183,Up,5,5,FALSE,MF,gad1CS
GO:0005215,transporter activity,34,19.938748055660653,1247,34/1247,34/391,1213/23787,0.0035897499635233056,1,0.026623978896131183,Up,1,1,FALSE,MF,gad1CS
GO:0006952,defense response,43,27.23702022112919,1700,43/1700,43/391,1657/23787,0.0036171855269592087,1,0.02665658378784589,Up,3,3,FALSE,BP,gad1CS
GO:0016053,organic acid biosynthetic process,19,9.172152856602345,577,19/577,19/391,558/23787,0.003692908146364888,1,0.02693516373971752,Up,4,4,FALSE,BP,gad1CS
GO:0010271,regulation of chlorophyll catabolic process,2,0.0657501996889057,6,2/6,2/391,4/23787,0.0037481083509892143,1,0.02693516373971752,Up,5,8,FALSE,BP,gad1CS
GO:0070189,kynurenine metabolic process,2,0.0657501996889057,6,2/6,2/391,4/23787,0.0037481083509892143,1,0.02693516373971752,Up,4,8,FALSE,BP,gad1CS
GO:1901404,regulation of tetrapyrrole catabolic process,2,0.0657501996889057,6,2/6,2/391,4/23787,0.0037481083509892143,1,0.02693516373971752,Up,5,6,FALSE,BP,gad1CS
GO:0009816,NA,4,0.5917517972001514,40,4/40,4/391,36/23787,0.003887596912609747,1,0.02728570364507556,Up,5,8,FALSE,BP,gad1CS
GO:0009901,anther dehiscence,3,0.2794383486778492,20,3/20,3/391,17/23787,0.00389984696713605,1,0.02728570364507556,Up,4,13,FALSE,BP,gad1CS
GO:0016843,amine-lyase activity,3,0.2794383486778492,20,3/20,3/391,17/23787,0.00389984696713605,1,0.02728570364507556,Up,4,4,FALSE,MF,gad1CS
GO:1901607,alpha-amino acid biosynthetic process,9,2.9916340858452095,191,9/191,9/391,182/23787,0.004043166997510465,1,0.027844906048330998,Up,5,8,FALSE,BP,gad1CS
GO:2000022,regulation of jasmonic acid mediated signaling pathway,4,0.6081893471223778,41,4/41,4/391,37/23787,0.004253767781159968,1,0.029121948655633625,Up,4,8,TRUE,BP,gad1CS
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",5,1.002690545255812,66,5/66,5/391,61/23787,0.004296353878661343,1,0.029240479044771606,Up,3,3,FALSE,MF,gad1CS
GO:0022804,active transmembrane transporter activity,16,7.364022365157439,464,16/464,16/391,448/23787,0.004395593029453169,1,0.02974094231039366,Up,3,3,FALSE,MF,gad1CS
GO:0015020,glucuronosyltransferase activity,3,0.2958758986000757,21,3/21,3/391,18/23787,0.004495797067800022,1,0.03024207678746875,Up,5,5,FALSE,MF,gad1CS
GO:0055072,iron ion homeostasis,5,1.0191280951780384,67,5/67,5/391,62/23787,0.004582502212080883,1,0.030647139071546713,Up,9,9,FALSE,BP,gad1CS
GO:0006635,fatty acid beta-oxidation,4,0.6246268970446042,42,4/42,4/391,38/23787,0.004642512385153821,1,0.030693639026416975,Up,5,9,FALSE,BP,gad1CS
GO:0006879,cellular iron ion homeostasis,4,0.6246268970446042,42,4/42,4/391,38/23787,0.004642512385153821,1,0.030693639026416975,Up,8,10,FALSE,BP,gad1CS
GO:0009311,oligosaccharide metabolic process,6,1.4793794930003783,96,6/96,6/391,90/23787,0.0047048079982888675,1,0.0308734806678817,Up,4,4,FALSE,BP,gad1CS
GO:0046394,carboxylic acid biosynthetic process,18,8.613276159246647,542,18/542,18/391,524/23787,0.004723082176503942,1,0.0308734806678817,Up,5,6,FALSE,BP,gad1CS
GO:0008652,cellular amino acid biosynthetic process,10,3.665573632656493,233,10/233,10/391,223/23787,0.00484496073988068,1,0.03140572693625607,Up,4,7,FALSE,BP,gad1CS
GO:0016829,lyase activity,16,7.462647664690797,470,16/470,16/391,454/23787,0.004858794400682659,1,0.03140572693625607,Up,2,2,FALSE,MF,gad1CS
GO:1901565,organonitrogen compound catabolic process,25,13.560978685836801,850,25/850,25/391,825/23787,0.0049459979903613855,1,0.031791775971378465,Up,4,4,FALSE,BP,gad1CS
GO:0016832,aldehyde-lyase activity,3,0.3123134485223021,22,3/22,3/391,19/23787,0.005143899278113509,1,0.03217943135762765,Up,4,4,FALSE,MF,gad1CS
GO:0008200,ion channel inhibitor activity,2,0.08218774961113214,7,2/7,2/391,5/23787,0.0051913631852476706,1,0.03217943135762765,Up,4,4,FALSE,MF,gad1CS
